Start_Date	End_Date	Carrier	Volume
2022-03-21 00:00:00.000	2022-03-25 00:00:00.000	Academy	35
2022-03-21 00:00:00.000	2022-03-25 00:00:00.000	C & J Bus Lines	0
2022-03-21 00:00:00.000	2022-03-25 00:00:00.000	Coach USA	131
2022-03-21 00:00:00.000	2022-03-25 00:00:00.000	DeCamp	37
2022-03-21 00:00:00.000	2022-03-25 00:00:00.000	Greyhound	45
2022-03-21 00:00:00.000	2022-03-25 00:00:00.000	HCEE - Community	86
2022-03-21 00:00:00.000	2022-03-25 00:00:00.000	Lakeland	29
2022-03-21 00:00:00.000	2022-03-25 00:00:00.000	Martz	18
2022-03-21 00:00:00.000	2022-03-25 00:00:00.000	NJ Transit	2157
2022-03-21 00:00:00.000	2022-03-25 00:00:00.000	Peter Pan_Bonanza	24
2022-03-21 00:00:00.000	2022-03-25 00:00:00.000	Trailways	20
2022-03-21 00:00:00.000	2022-03-25 00:00:00.000	TransBridge	18
2022-03-28 00:00:00.000	2022-04-01 00:00:00.000	Academy	35
2022-03-28 00:00:00.000	2022-04-01 00:00:00.000	C & J Bus Lines	0
2022-03-28 00:00:00.000	2022-04-01 00:00:00.000	Coach USA	130
2022-03-28 00:00:00.000	2022-04-01 00:00:00.000	DeCamp	37
2022-03-28 00:00:00.000	2022-04-01 00:00:00.000	Greyhound	46
2022-03-28 00:00:00.000	2022-04-01 00:00:00.000	HCEE - Community	85
2022-03-28 00:00:00.000	2022-04-01 00:00:00.000	Lakeland	28
2022-03-28 00:00:00.000	2022-04-01 00:00:00.000	Martz	18
2022-03-28 00:00:00.000	2022-04-01 00:00:00.000	NJ Transit	2141
2022-03-28 00:00:00.000	2022-04-01 00:00:00.000	Peter Pan_Bonanza	23
2022-03-28 00:00:00.000	2022-04-01 00:00:00.000	Trailways	20
2022-03-28 00:00:00.000	2022-04-01 00:00:00.000	TransBridge	18
2022-04-04 00:00:00.000	2022-04-08 00:00:00.000	Academy	35
2022-04-04 00:00:00.000	2022-04-08 00:00:00.000	C & J Bus Lines	0
2022-04-04 00:00:00.000	2022-04-08 00:00:00.000	Coach USA	133
2022-04-04 00:00:00.000	2022-04-08 00:00:00.000	DeCamp	39
2022-04-04 00:00:00.000	2022-04-08 00:00:00.000	Greyhound	46
2022-04-04 00:00:00.000	2022-04-08 00:00:00.000	HCEE - Community	86
2022-04-04 00:00:00.000	2022-04-08 00:00:00.000	Lakeland	28
2022-04-04 00:00:00.000	2022-04-08 00:00:00.000	Martz	18
2022-04-04 00:00:00.000	2022-04-08 00:00:00.000	NJ Transit	2142
2022-04-04 00:00:00.000	2022-04-08 00:00:00.000	Peter Pan_Bonanza	23
2022-04-04 00:00:00.000	2022-04-08 00:00:00.000	Trailways	19
2022-04-04 00:00:00.000	2022-04-08 00:00:00.000	TransBridge	19
2022-04-11 00:00:00.000	2022-04-15 00:00:00.000	Academy	35
2022-04-11 00:00:00.000	2022-04-15 00:00:00.000	C & J Bus Lines	0
2022-04-11 00:00:00.000	2022-04-15 00:00:00.000	Coach USA	133
2022-04-11 00:00:00.000	2022-04-15 00:00:00.000	DeCamp	40
2022-04-11 00:00:00.000	2022-04-15 00:00:00.000	Greyhound	47
2022-04-11 00:00:00.000	2022-04-15 00:00:00.000	HCEE - Community	87
2022-04-11 00:00:00.000	2022-04-15 00:00:00.000	Lakeland	30
2022-04-11 00:00:00.000	2022-04-15 00:00:00.000	Martz	18
2022-04-11 00:00:00.000	2022-04-15 00:00:00.000	NJ Transit	2156
2022-04-11 00:00:00.000	2022-04-15 00:00:00.000	Peter Pan_Bonanza	26
2022-04-11 00:00:00.000	2022-04-15 00:00:00.000	Trailways	19
2022-04-11 00:00:00.000	2022-04-15 00:00:00.000	TransBridge	19
2022-04-18 00:00:00.000	2022-04-22 00:00:00.000	Academy	33
2022-04-18 00:00:00.000	2022-04-22 00:00:00.000	C & J Bus Lines	0
2022-04-18 00:00:00.000	2022-04-22 00:00:00.000	Coach USA	129
2022-04-18 00:00:00.000	2022-04-22 00:00:00.000	DeCamp	40
2022-04-18 00:00:00.000	2022-04-22 00:00:00.000	Greyhound	48
2022-04-18 00:00:00.000	2022-04-22 00:00:00.000	HCEE - Community	84
2022-04-18 00:00:00.000	2022-04-22 00:00:00.000	Lakeland	30
2022-04-18 00:00:00.000	2022-04-22 00:00:00.000	Martz	18
2022-04-18 00:00:00.000	2022-04-22 00:00:00.000	NJ Transit	2165
2022-04-18 00:00:00.000	2022-04-22 00:00:00.000	Peter Pan_Bonanza	29
2022-04-18 00:00:00.000	2022-04-22 00:00:00.000	Trailways	22
2022-04-18 00:00:00.000	2022-04-22 00:00:00.000	TransBridge	19
2022-04-25 00:00:00.000	2022-04-29 00:00:00.000	Academy	34
2022-04-25 00:00:00.000	2022-04-29 00:00:00.000	C & J Bus Lines	0
2022-04-25 00:00:00.000	2022-04-29 00:00:00.000	Coach USA	133
2022-04-25 00:00:00.000	2022-04-29 00:00:00.000	DeCamp	40
2022-04-25 00:00:00.000	2022-04-29 00:00:00.000	Greyhound	47
2022-04-25 00:00:00.000	2022-04-29 00:00:00.000	HCEE - Community	84
2022-04-25 00:00:00.000	2022-04-29 00:00:00.000	Lakeland	30
2022-04-25 00:00:00.000	2022-04-29 00:00:00.000	Martz	18
2022-04-25 00:00:00.000	2022-04-29 00:00:00.000	NJ Transit	2148
2022-04-25 00:00:00.000	2022-04-29 00:00:00.000	Peter Pan_Bonanza	25
2022-04-25 00:00:00.000	2022-04-29 00:00:00.000	Trailways	20
2022-04-25 00:00:00.000	2022-04-29 00:00:00.000	TransBridge	19
2022-05-02 00:00:00.000	2022-05-06 00:00:00.000	Academy	35
2022-05-02 00:00:00.000	2022-05-06 00:00:00.000	C & J Bus Lines	0
2022-05-02 00:00:00.000	2022-05-06 00:00:00.000	Coach USA	135
2022-05-02 00:00:00.000	2022-05-06 00:00:00.000	DeCamp	40
2022-05-02 00:00:00.000	2022-05-06 00:00:00.000	Greyhound	46
2022-05-02 00:00:00.000	2022-05-06 00:00:00.000	HCEE - Community	79
2022-05-02 00:00:00.000	2022-05-06 00:00:00.000	Lakeland	30
2022-05-02 00:00:00.000	2022-05-06 00:00:00.000	Martz	17
2022-05-02 00:00:00.000	2022-05-06 00:00:00.000	NJ Transit	2146
2022-05-02 00:00:00.000	2022-05-06 00:00:00.000	Peter Pan_Bonanza	24
2022-05-02 00:00:00.000	2022-05-06 00:00:00.000	Trailways	20
2022-05-02 00:00:00.000	2022-05-06 00:00:00.000	TransBridge	19
2022-05-09 00:00:00.000	2022-05-13 00:00:00.000	Academy	35
2022-05-09 00:00:00.000	2022-05-13 00:00:00.000	C & J Bus Lines	0
2022-05-09 00:00:00.000	2022-05-13 00:00:00.000	Coach USA	132
2022-05-09 00:00:00.000	2022-05-13 00:00:00.000	DeCamp	40
2022-05-09 00:00:00.000	2022-05-13 00:00:00.000	Greyhound	46
2022-05-09 00:00:00.000	2022-05-13 00:00:00.000	HCEE - Community	87
2022-05-09 00:00:00.000	2022-05-13 00:00:00.000	Lakeland	30
2022-05-09 00:00:00.000	2022-05-13 00:00:00.000	Martz	18
2022-05-09 00:00:00.000	2022-05-13 00:00:00.000	NJ Transit	2148
2022-05-09 00:00:00.000	2022-05-13 00:00:00.000	Peter Pan_Bonanza	25
2022-05-09 00:00:00.000	2022-05-13 00:00:00.000	Trailways	21
2022-05-09 00:00:00.000	2022-05-13 00:00:00.000	TransBridge	19
2022-05-16 00:00:00.000	2022-05-20 00:00:00.000	Academy	35
2022-05-16 00:00:00.000	2022-05-20 00:00:00.000	C & J Bus Lines	0
2022-05-16 00:00:00.000	2022-05-20 00:00:00.000	Coach USA	131
2022-05-16 00:00:00.000	2022-05-20 00:00:00.000	DeCamp	40
2022-07-18 00:00:00.000	2022-07-22 00:00:00.000	Peter Pan_Bonanza	31
2022-07-18 00:00:00.000	2022-07-22 00:00:00.000	Trailways	26
2022-07-18 00:00:00.000	2022-07-22 00:00:00.000	TransBridge	19
2022-07-25 00:00:00.000	2022-07-29 00:00:00.000	Academy	34
2022-07-25 00:00:00.000	2022-07-29 00:00:00.000	C & J Bus Lines	0
2022-07-25 00:00:00.000	2022-07-29 00:00:00.000	Coach USA	139
2022-07-25 00:00:00.000	2022-07-29 00:00:00.000	DeCamp	35
2022-07-25 00:00:00.000	2022-07-29 00:00:00.000	Greyhound	53
2022-07-25 00:00:00.000	2022-07-29 00:00:00.000	HCEE - Community	84
2022-07-25 00:00:00.000	2022-07-29 00:00:00.000	Lakeland	29
2022-07-25 00:00:00.000	2022-07-29 00:00:00.000	Martz	19
2022-07-25 00:00:00.000	2022-07-29 00:00:00.000	NJ Transit	2183
2022-07-25 00:00:00.000	2022-07-29 00:00:00.000	Peter Pan_Bonanza	30
2022-07-25 00:00:00.000	2022-07-29 00:00:00.000	Trailways	27
2022-07-25 00:00:00.000	2022-07-29 00:00:00.000	TransBridge	19
2022-08-01 00:00:00.000	2022-08-05 00:00:00.000	Academy	34
2022-08-01 00:00:00.000	2022-08-05 00:00:00.000	C & J Bus Lines	0
2022-08-01 00:00:00.000	2022-08-05 00:00:00.000	Coach USA	137
2022-08-01 00:00:00.000	2022-08-05 00:00:00.000	DeCamp	36
2022-08-01 00:00:00.000	2022-08-05 00:00:00.000	Greyhound	51
2022-08-01 00:00:00.000	2022-08-05 00:00:00.000	HCEE - Community	88
2022-08-01 00:00:00.000	2022-08-05 00:00:00.000	Lakeland	29
2022-08-01 00:00:00.000	2022-08-05 00:00:00.000	Martz	19
2022-08-01 00:00:00.000	2022-08-05 00:00:00.000	NJ Transit	2202
2022-08-01 00:00:00.000	2022-08-05 00:00:00.000	Peter Pan_Bonanza	31
2022-08-01 00:00:00.000	2022-08-05 00:00:00.000	Trailways	25
2022-08-01 00:00:00.000	2022-08-05 00:00:00.000	TransBridge	19
2022-08-08 00:00:00.000	2022-08-12 00:00:00.000	Academy	34
2022-08-08 00:00:00.000	2022-08-12 00:00:00.000	C & J Bus Lines	0
2022-08-08 00:00:00.000	2022-08-12 00:00:00.000	Coach USA	139
2022-08-08 00:00:00.000	2022-08-12 00:00:00.000	DeCamp	36
2022-08-08 00:00:00.000	2022-08-12 00:00:00.000	Greyhound	53
2022-08-08 00:00:00.000	2022-08-12 00:00:00.000	HCEE - Community	85
2022-08-08 00:00:00.000	2022-08-12 00:00:00.000	Lakeland	29
2022-08-08 00:00:00.000	2022-08-12 00:00:00.000	Martz	19
2022-08-08 00:00:00.000	2022-08-12 00:00:00.000	NJ Transit	2186
2022-08-08 00:00:00.000	2022-08-12 00:00:00.000	Peter Pan_Bonanza	31
2022-08-08 00:00:00.000	2022-08-12 00:00:00.000	Trailways	27
2022-08-08 00:00:00.000	2022-08-12 00:00:00.000	TransBridge	19
2022-08-15 00:00:00.000	2022-08-19 00:00:00.000	Academy	34
2022-08-15 00:00:00.000	2022-08-19 00:00:00.000	C & J Bus Lines	0
2022-08-15 00:00:00.000	2022-08-19 00:00:00.000	Coach USA	138
2022-08-15 00:00:00.000	2022-08-19 00:00:00.000	DeCamp	36
2022-08-15 00:00:00.000	2022-08-19 00:00:00.000	Greyhound	52
2022-08-15 00:00:00.000	2022-08-19 00:00:00.000	HCEE - Community	79
2022-08-15 00:00:00.000	2022-08-19 00:00:00.000	Lakeland	29
2022-08-15 00:00:00.000	2022-08-19 00:00:00.000	Martz	19
2022-08-15 00:00:00.000	2022-08-19 00:00:00.000	NJ Transit	2189
2022-08-15 00:00:00.000	2022-08-19 00:00:00.000	Peter Pan_Bonanza	32
2022-08-15 00:00:00.000	2022-08-19 00:00:00.000	Trailways	27
2022-08-15 00:00:00.000	2022-08-19 00:00:00.000	TransBridge	19
2022-08-22 00:00:00.000	2022-08-26 00:00:00.000	Academy	35
2022-08-22 00:00:00.000	2022-08-26 00:00:00.000	C & J Bus Lines	0
2022-08-22 00:00:00.000	2022-08-26 00:00:00.000	Coach USA	136
2022-08-22 00:00:00.000	2022-08-26 00:00:00.000	DeCamp	36
2022-08-22 00:00:00.000	2022-08-26 00:00:00.000	Greyhound	52
2022-08-22 00:00:00.000	2022-08-26 00:00:00.000	HCEE - Community	87
2022-08-22 00:00:00.000	2022-08-26 00:00:00.000	Lakeland	29
2022-08-22 00:00:00.000	2022-08-26 00:00:00.000	Martz	19
2022-08-22 00:00:00.000	2022-08-26 00:00:00.000	NJ Transit	2187
2022-08-22 00:00:00.000	2022-08-26 00:00:00.000	Peter Pan_Bonanza	32
2022-08-22 00:00:00.000	2022-08-26 00:00:00.000	Trailways	26
2022-08-22 00:00:00.000	2022-08-26 00:00:00.000	TransBridge	19
2022-08-29 00:00:00.000	2022-09-02 00:00:00.000	Academy	35
2022-08-29 00:00:00.000	2022-09-02 00:00:00.000	C & J Bus Lines	0
2022-08-29 00:00:00.000	2022-09-02 00:00:00.000	Coach USA	140
2022-08-29 00:00:00.000	2022-09-02 00:00:00.000	DeCamp	36
2022-08-29 00:00:00.000	2022-09-02 00:00:00.000	Greyhound	52
2022-08-29 00:00:00.000	2022-09-02 00:00:00.000	HCEE - Community	88
2022-08-29 00:00:00.000	2022-09-02 00:00:00.000	Lakeland	29
2022-08-29 00:00:00.000	2022-09-02 00:00:00.000	Martz	19
2022-08-29 00:00:00.000	2022-09-02 00:00:00.000	NJ Transit	2167
2022-08-29 00:00:00.000	2022-09-02 00:00:00.000	Peter Pan_Bonanza	31
2022-08-29 00:00:00.000	2022-09-02 00:00:00.000	Trailways	26
2022-08-29 00:00:00.000	2022-09-02 00:00:00.000	TransBridge	19
2022-09-05 00:00:00.000	2022-09-09 00:00:00.000	Academy	33
2022-09-05 00:00:00.000	2022-09-09 00:00:00.000	C & J Bus Lines	0
2022-09-05 00:00:00.000	2022-09-09 00:00:00.000	Coach USA	137
2022-09-05 00:00:00.000	2022-09-09 00:00:00.000	DeCamp	36
2022-09-05 00:00:00.000	2022-09-09 00:00:00.000	Greyhound	50
2022-09-05 00:00:00.000	2022-09-09 00:00:00.000	HCEE - Community	71
2022-09-05 00:00:00.000	2022-09-09 00:00:00.000	Lakeland	29
2022-09-05 00:00:00.000	2022-09-09 00:00:00.000	Martz	20
2022-09-05 00:00:00.000	2022-09-09 00:00:00.000	NJ Transit	2185
2022-09-05 00:00:00.000	2022-09-09 00:00:00.000	Peter Pan_Bonanza	32
2022-09-05 00:00:00.000	2022-09-09 00:00:00.000	Trailways	26
2022-09-05 00:00:00.000	2022-09-09 00:00:00.000	TransBridge	19
2022-09-12 00:00:00.000	2022-09-16 00:00:00.000	Academy	37
2022-09-12 00:00:00.000	2022-09-16 00:00:00.000	C & J Bus Lines	0
2022-09-12 00:00:00.000	2022-09-16 00:00:00.000	Coach USA	138
2022-09-12 00:00:00.000	2022-09-16 00:00:00.000	DeCamp	36
2022-09-12 00:00:00.000	2022-09-16 00:00:00.000	Greyhound	50
2022-09-12 00:00:00.000	2022-09-16 00:00:00.000	HCEE - Community	85
2022-09-12 00:00:00.000	2022-09-16 00:00:00.000	Lakeland	29
2022-09-12 00:00:00.000	2022-09-16 00:00:00.000	Martz	21
2022-09-12 00:00:00.000	2022-09-16 00:00:00.000	NJ Transit	2201
2022-09-12 00:00:00.000	2022-09-16 00:00:00.000	Peter Pan_Bonanza	26
2022-09-12 00:00:00.000	2022-09-16 00:00:00.000	Trailways	25
2022-09-12 00:00:00.000	2022-09-16 00:00:00.000	TransBridge	18
2022-09-19 00:00:00.000	2022-09-23 00:00:00.000	Academy	35
2022-09-19 00:00:00.000	2022-09-23 00:00:00.000	C & J Bus Lines	0
2022-09-19 00:00:00.000	2022-09-23 00:00:00.000	Coach USA	141
2022-09-19 00:00:00.000	2022-09-23 00:00:00.000	DeCamp	36
2022-09-19 00:00:00.000	2022-09-23 00:00:00.000	Greyhound	51
2022-09-19 00:00:00.000	2022-09-23 00:00:00.000	HCEE - Community	75
2022-09-19 00:00:00.000	2022-09-23 00:00:00.000	Lakeland	29
2022-09-19 00:00:00.000	2022-09-23 00:00:00.000	Martz	21
2022-09-19 00:00:00.000	2022-09-23 00:00:00.000	NJ Transit	2165
2022-09-19 00:00:00.000	2022-09-23 00:00:00.000	Peter Pan_Bonanza	24
2022-09-19 00:00:00.000	2022-09-23 00:00:00.000	Trailways	25
2022-09-19 00:00:00.000	2022-09-23 00:00:00.000	TransBridge	19
2022-09-26 00:00:00.000	2022-09-30 00:00:00.000	Academy	35
2022-09-26 00:00:00.000	2022-09-30 00:00:00.000	C & J Bus Lines	0
2022-11-28 00:00:00.000	2022-12-02 00:00:00.000	Martz	20
2022-11-28 00:00:00.000	2022-12-02 00:00:00.000	NJ Transit	2216
2022-11-28 00:00:00.000	2022-12-02 00:00:00.000	Peter Pan_Bonanza	26
2022-11-28 00:00:00.000	2022-12-02 00:00:00.000	Trailways	24
2022-11-28 00:00:00.000	2022-12-02 00:00:00.000	TransBridge	19
2022-12-05 00:00:00.000	2022-12-09 00:00:00.000	Academy	35
2022-12-05 00:00:00.000	2022-12-09 00:00:00.000	C & J Bus Lines	0
2022-12-05 00:00:00.000	2022-12-09 00:00:00.000	Coach USA	148
2022-12-05 00:00:00.000	2022-12-09 00:00:00.000	DeCamp	36
2022-12-05 00:00:00.000	2022-12-09 00:00:00.000	Greyhound	52
2022-12-05 00:00:00.000	2022-12-09 00:00:00.000	HCEE - Community	82
2022-12-05 00:00:00.000	2022-12-09 00:00:00.000	Lakeland	30
2022-12-05 00:00:00.000	2022-12-09 00:00:00.000	Martz	20
2022-12-05 00:00:00.000	2022-12-09 00:00:00.000	NJ Transit	2191
2022-12-05 00:00:00.000	2022-12-09 00:00:00.000	Peter Pan_Bonanza	24
2022-12-05 00:00:00.000	2022-12-09 00:00:00.000	Trailways	24
2022-12-05 00:00:00.000	2022-12-09 00:00:00.000	TransBridge	18
2022-12-12 00:00:00.000	2022-12-16 00:00:00.000	Academy	35
2022-12-12 00:00:00.000	2022-12-16 00:00:00.000	C & J Bus Lines	0
2022-12-12 00:00:00.000	2022-12-16 00:00:00.000	Coach USA	139
2022-12-12 00:00:00.000	2022-12-16 00:00:00.000	DeCamp	36
2022-12-12 00:00:00.000	2022-12-16 00:00:00.000	Greyhound	51
2022-12-12 00:00:00.000	2022-12-16 00:00:00.000	HCEE - Community	81
2022-12-12 00:00:00.000	2022-12-16 00:00:00.000	Lakeland	29
2022-12-12 00:00:00.000	2022-12-16 00:00:00.000	Martz	19
2022-12-12 00:00:00.000	2022-12-16 00:00:00.000	NJ Transit	2200
2022-12-12 00:00:00.000	2022-12-16 00:00:00.000	Peter Pan_Bonanza	25
2022-12-12 00:00:00.000	2022-12-16 00:00:00.000	Trailways	23
2022-12-12 00:00:00.000	2022-12-16 00:00:00.000	TransBridge	18
2022-12-19 00:00:00.000	2022-12-23 00:00:00.000	Academy	35
2022-12-19 00:00:00.000	2022-12-23 00:00:00.000	C & J Bus Lines	0
2022-12-19 00:00:00.000	2022-12-23 00:00:00.000	Coach USA	143
2022-12-19 00:00:00.000	2022-12-23 00:00:00.000	DeCamp	36
2022-12-19 00:00:00.000	2022-12-23 00:00:00.000	Greyhound	51
2022-12-19 00:00:00.000	2022-12-23 00:00:00.000	HCEE - Community	84
2022-12-19 00:00:00.000	2022-12-23 00:00:00.000	Lakeland	29
2022-12-19 00:00:00.000	2022-12-23 00:00:00.000	Martz	19
2022-12-19 00:00:00.000	2022-12-23 00:00:00.000	NJ Transit	2189
2022-12-19 00:00:00.000	2022-12-23 00:00:00.000	Peter Pan_Bonanza	33
2022-12-19 00:00:00.000	2022-12-23 00:00:00.000	Trailways	23
2022-12-19 00:00:00.000	2022-12-23 00:00:00.000	TransBridge	19
2022-12-26 00:00:00.000	2022-12-30 00:00:00.000	Academy	21
2022-12-26 00:00:00.000	2022-12-30 00:00:00.000	C & J Bus Lines	0
2022-12-26 00:00:00.000	2022-12-30 00:00:00.000	Coach USA	137
2022-12-26 00:00:00.000	2022-12-30 00:00:00.000	DeCamp	34
2022-12-26 00:00:00.000	2022-12-30 00:00:00.000	Greyhound	53
2022-12-26 00:00:00.000	2022-12-30 00:00:00.000	HCEE - Community	81
2022-12-26 00:00:00.000	2022-12-30 00:00:00.000	Lakeland	29
2022-12-26 00:00:00.000	2022-12-30 00:00:00.000	Martz	19
2022-12-26 00:00:00.000	2022-12-30 00:00:00.000	NJ Transit	2161
2022-12-26 00:00:00.000	2022-12-30 00:00:00.000	Peter Pan_Bonanza	42
2022-12-26 00:00:00.000	2022-12-30 00:00:00.000	Trailways	27
2022-12-26 00:00:00.000	2022-12-30 00:00:00.000	TransBridge	19
2023-01-02 00:00:00.000	2023-01-06 00:00:00.000	Academy	32
2023-01-02 00:00:00.000	2023-01-06 00:00:00.000	C & J Bus Lines	0
2023-01-02 00:00:00.000	2023-01-06 00:00:00.000	Coach USA	138
2023-01-02 00:00:00.000	2023-01-06 00:00:00.000	DeCamp	36
2023-01-02 00:00:00.000	2023-01-06 00:00:00.000	Greyhound	52
2023-01-02 00:00:00.000	2023-01-06 00:00:00.000	HCEE - Community	81
2023-01-02 00:00:00.000	2023-01-06 00:00:00.000	Lakeland	29
2023-01-02 00:00:00.000	2023-01-06 00:00:00.000	Martz	19
2023-01-02 00:00:00.000	2023-01-06 00:00:00.000	NJ Transit	2197
2023-01-02 00:00:00.000	2023-01-06 00:00:00.000	Peter Pan_Bonanza	28
2023-01-02 00:00:00.000	2023-01-06 00:00:00.000	Trailways	24
2023-01-02 00:00:00.000	2023-01-06 00:00:00.000	TransBridge	18
2023-01-09 00:00:00.000	2023-01-13 00:00:00.000	Academy	34
2023-01-09 00:00:00.000	2023-01-13 00:00:00.000	C & J Bus Lines	0
2023-01-09 00:00:00.000	2023-01-13 00:00:00.000	Coach USA	149
2023-01-09 00:00:00.000	2023-01-13 00:00:00.000	DeCamp	36
2023-01-09 00:00:00.000	2023-01-13 00:00:00.000	Greyhound	51
2023-01-09 00:00:00.000	2023-01-13 00:00:00.000	HCEE - Community	81
2023-01-09 00:00:00.000	2023-01-13 00:00:00.000	Lakeland	29
2023-01-09 00:00:00.000	2023-01-13 00:00:00.000	Martz	20
2023-01-09 00:00:00.000	2023-01-13 00:00:00.000	NJ Transit	2199
2023-01-09 00:00:00.000	2023-01-13 00:00:00.000	Peter Pan_Bonanza	25
2023-01-09 00:00:00.000	2023-01-13 00:00:00.000	Trailways	22
2023-01-09 00:00:00.000	2023-01-13 00:00:00.000	TransBridge	19
2023-01-16 00:00:00.000	2023-01-20 00:00:00.000	Academy	35
2023-01-16 00:00:00.000	2023-01-20 00:00:00.000	C & J Bus Lines	0
2023-01-16 00:00:00.000	2023-01-20 00:00:00.000	Coach USA	146
2023-01-16 00:00:00.000	2023-01-20 00:00:00.000	DeCamp	36
2023-01-16 00:00:00.000	2023-01-20 00:00:00.000	Greyhound	51
2023-01-16 00:00:00.000	2023-01-20 00:00:00.000	HCEE - Community	81
2023-01-16 00:00:00.000	2023-01-20 00:00:00.000	Lakeland	29
2023-01-16 00:00:00.000	2023-01-20 00:00:00.000	Martz	20
2023-01-16 00:00:00.000	2023-01-20 00:00:00.000	NJ Transit	2213
2023-01-16 00:00:00.000	2023-01-20 00:00:00.000	Peter Pan_Bonanza	26
2023-01-16 00:00:00.000	2023-01-20 00:00:00.000	Trailways	22
2023-01-16 00:00:00.000	2023-01-20 00:00:00.000	TransBridge	18
2023-01-23 00:00:00.000	2023-01-27 00:00:00.000	Academy	35
2023-01-23 00:00:00.000	2023-01-27 00:00:00.000	C & J Bus Lines	0
2023-01-23 00:00:00.000	2023-01-27 00:00:00.000	Coach USA	146
2023-01-23 00:00:00.000	2023-01-27 00:00:00.000	DeCamp	36
2023-01-23 00:00:00.000	2023-01-27 00:00:00.000	Greyhound	50
2023-01-23 00:00:00.000	2023-01-27 00:00:00.000	HCEE - Community	89
2023-01-23 00:00:00.000	2023-01-27 00:00:00.000	Lakeland	29
2023-01-23 00:00:00.000	2023-01-27 00:00:00.000	Martz	20
2023-01-23 00:00:00.000	2023-01-27 00:00:00.000	NJ Transit	2229
2023-01-23 00:00:00.000	2023-01-27 00:00:00.000	Peter Pan_Bonanza	26
2023-01-23 00:00:00.000	2023-01-27 00:00:00.000	Trailways	22
2023-01-23 00:00:00.000	2023-01-27 00:00:00.000	TransBridge	20
2023-01-30 00:00:00.000	2023-02-03 00:00:00.000	Academy	35
2023-01-30 00:00:00.000	2023-02-03 00:00:00.000	C & J Bus Lines	0
2023-01-30 00:00:00.000	2023-02-03 00:00:00.000	Coach USA	149
2023-01-30 00:00:00.000	2023-02-03 00:00:00.000	DeCamp	38
2023-01-30 00:00:00.000	2023-02-03 00:00:00.000	Greyhound	48
2023-01-30 00:00:00.000	2023-02-03 00:00:00.000	HCEE - Community	89
2023-01-30 00:00:00.000	2023-02-03 00:00:00.000	Lakeland	29
2023-01-30 00:00:00.000	2023-02-03 00:00:00.000	Martz	20
2023-01-30 00:00:00.000	2023-02-03 00:00:00.000	NJ Transit	2218
2023-01-30 00:00:00.000	2023-02-03 00:00:00.000	Peter Pan_Bonanza	26
2023-01-30 00:00:00.000	2023-02-03 00:00:00.000	Trailways	22
2023-01-30 00:00:00.000	2023-02-03 00:00:00.000	TransBridge	20
2023-04-10 00:00:00.000	2023-04-14 00:00:00.000	HCEE - Community	78
2023-04-10 00:00:00.000	2023-04-14 00:00:00.000	Lakeland	29
2023-04-10 00:00:00.000	2023-04-14 00:00:00.000	Martz	20
2023-04-10 00:00:00.000	2023-04-14 00:00:00.000	NJ Transit	2314
2023-04-10 00:00:00.000	2023-04-14 00:00:00.000	Peter Pan_Bonanza	30
2023-04-10 00:00:00.000	2023-04-14 00:00:00.000	Trailways	25
2023-04-10 00:00:00.000	2023-04-14 00:00:00.000	TransBridge	21
2023-04-17 00:00:00.000	2023-04-21 00:00:00.000	Academy	37
2023-04-17 00:00:00.000	2023-04-21 00:00:00.000	C & J Bus Lines	0
2023-04-17 00:00:00.000	2023-04-21 00:00:00.000	Coach USA	148
2023-04-17 00:00:00.000	2023-04-21 00:00:00.000	DeCamp	0
2023-04-17 00:00:00.000	2023-04-21 00:00:00.000	Greyhound	50
2023-04-17 00:00:00.000	2023-04-21 00:00:00.000	HCEE - Community	84
2023-04-17 00:00:00.000	2023-04-21 00:00:00.000	Lakeland	29
2023-04-17 00:00:00.000	2023-04-21 00:00:00.000	Martz	20
2023-04-17 00:00:00.000	2023-04-21 00:00:00.000	NJ Transit	2337
2023-04-17 00:00:00.000	2023-04-21 00:00:00.000	Peter Pan_Bonanza	30
2023-04-17 00:00:00.000	2023-04-21 00:00:00.000	Trailways	21
2023-04-17 00:00:00.000	2023-04-21 00:00:00.000	TransBridge	21
2023-04-24 00:00:00.000	2023-04-28 00:00:00.000	Academy	37
2023-04-24 00:00:00.000	2023-04-28 00:00:00.000	C & J Bus Lines	0
2023-04-24 00:00:00.000	2023-04-28 00:00:00.000	Coach USA	148
2023-04-24 00:00:00.000	2023-04-28 00:00:00.000	DeCamp	0
2023-04-24 00:00:00.000	2023-04-28 00:00:00.000	Greyhound	49
2023-04-24 00:00:00.000	2023-04-28 00:00:00.000	HCEE - Community	84
2023-04-24 00:00:00.000	2023-04-28 00:00:00.000	Lakeland	29
2023-04-24 00:00:00.000	2023-04-28 00:00:00.000	Martz	19
2023-04-24 00:00:00.000	2023-04-28 00:00:00.000	NJ Transit	2349
2023-04-24 00:00:00.000	2023-04-28 00:00:00.000	Peter Pan_Bonanza	27
2023-04-24 00:00:00.000	2023-04-28 00:00:00.000	Trailways	21
2023-04-24 00:00:00.000	2023-04-28 00:00:00.000	TransBridge	21
2023-05-01 00:00:00.000	2023-05-05 00:00:00.000	Academy	37
2023-05-01 00:00:00.000	2023-05-05 00:00:00.000	C & J Bus Lines	0
