Start_Date	End_Date	Carrier	Volume
2023-05-01 00:00:00.000	2023-05-05 00:00:00.000	Coach USA	148
2023-05-01 00:00:00.000	2023-05-05 00:00:00.000	DeCamp	0
2023-05-01 00:00:00.000	2023-05-05 00:00:00.000	Greyhound	48
2023-05-01 00:00:00.000	2023-05-05 00:00:00.000	HCEE - Community	84
2023-05-01 00:00:00.000	2023-05-05 00:00:00.000	Lakeland	29
2023-05-01 00:00:00.000	2023-05-05 00:00:00.000	Martz	20
2023-05-01 00:00:00.000	2023-05-05 00:00:00.000	NJ Transit	2340
2023-05-01 00:00:00.000	2023-05-05 00:00:00.000	Peter Pan_Bonanza	26
2023-05-01 00:00:00.000	2023-05-05 00:00:00.000	Trailways	22
2023-05-01 00:00:00.000	2023-05-05 00:00:00.000	TransBridge	21
2023-05-08 00:00:00.000	2023-05-12 00:00:00.000	Academy	37
2023-05-08 00:00:00.000	2023-05-12 00:00:00.000	C & J Bus Lines	0
2023-05-08 00:00:00.000	2023-05-12 00:00:00.000	Coach USA	147
2023-05-08 00:00:00.000	2023-05-12 00:00:00.000	DeCamp	0
2023-05-08 00:00:00.000	2023-05-12 00:00:00.000	Greyhound	50
2023-05-08 00:00:00.000	2023-05-12 00:00:00.000	HCEE - Community	84
2023-05-08 00:00:00.000	2023-05-12 00:00:00.000	Lakeland	29
2023-05-08 00:00:00.000	2023-05-12 00:00:00.000	Martz	20
2023-05-08 00:00:00.000	2023-05-12 00:00:00.000	NJ Transit	2331
2023-05-08 00:00:00.000	2023-05-12 00:00:00.000	Peter Pan_Bonanza	26
2023-05-08 00:00:00.000	2023-05-12 00:00:00.000	Trailways	22
2023-05-08 00:00:00.000	2023-05-12 00:00:00.000	TransBridge	21
2023-05-15 00:00:00.000	2023-05-19 00:00:00.000	Academy	37
2023-05-15 00:00:00.000	2023-05-19 00:00:00.000	C & J Bus Lines	0
2023-05-15 00:00:00.000	2023-05-19 00:00:00.000	Coach USA	150
2023-05-15 00:00:00.000	2023-05-19 00:00:00.000	DeCamp	0
2023-05-15 00:00:00.000	2023-05-19 00:00:00.000	Greyhound	51
2023-05-15 00:00:00.000	2023-05-19 00:00:00.000	HCEE - Community	80
2023-05-15 00:00:00.000	2023-05-19 00:00:00.000	Lakeland	29
2023-05-15 00:00:00.000	2023-05-19 00:00:00.000	Martz	20
2023-05-15 00:00:00.000	2023-05-19 00:00:00.000	NJ Transit	2331
2023-05-15 00:00:00.000	2023-05-19 00:00:00.000	Peter Pan_Bonanza	26
2023-05-15 00:00:00.000	2023-05-19 00:00:00.000	Trailways	22
2023-05-15 00:00:00.000	2023-05-19 00:00:00.000	TransBridge	21
2023-05-22 00:00:00.000	2023-05-26 00:00:00.000	Academy	37
2023-05-22 00:00:00.000	2023-05-26 00:00:00.000	C & J Bus Lines	0
2023-05-22 00:00:00.000	2023-05-26 00:00:00.000	Coach USA	150
2023-05-22 00:00:00.000	2023-05-26 00:00:00.000	DeCamp	0
2023-05-22 00:00:00.000	2023-05-26 00:00:00.000	Greyhound	53
2023-05-22 00:00:00.000	2023-05-26 00:00:00.000	HCEE - Community	80
2023-05-22 00:00:00.000	2023-05-26 00:00:00.000	Lakeland	29
2023-05-22 00:00:00.000	2023-05-26 00:00:00.000	Martz	20
2023-05-22 00:00:00.000	2023-05-26 00:00:00.000	NJ Transit	2344
2023-05-22 00:00:00.000	2023-05-26 00:00:00.000	Peter Pan_Bonanza	26
2023-05-22 00:00:00.000	2023-05-26 00:00:00.000	Trailways	23
2023-05-22 00:00:00.000	2023-05-26 00:00:00.000	TransBridge	21
2023-05-29 00:00:00.000	2023-06-02 00:00:00.000	Academy	35
2023-05-29 00:00:00.000	2023-06-02 00:00:00.000	C & J Bus Lines	0
2023-05-29 00:00:00.000	2023-06-02 00:00:00.000	Coach USA	129
2023-05-29 00:00:00.000	2023-06-02 00:00:00.000	DeCamp	0
2023-05-29 00:00:00.000	2023-06-02 00:00:00.000	Greyhound	50
2023-05-29 00:00:00.000	2023-06-02 00:00:00.000	HCEE - Community	80
2023-05-29 00:00:00.000	2023-06-02 00:00:00.000	Lakeland	25
2023-05-29 00:00:00.000	2023-06-02 00:00:00.000	Martz	18
2023-05-29 00:00:00.000	2023-06-02 00:00:00.000	NJ Transit	2340
2023-05-29 00:00:00.000	2023-06-02 00:00:00.000	Peter Pan_Bonanza	34
2023-05-29 00:00:00.000	2023-06-02 00:00:00.000	Trailways	23
2023-05-29 00:00:00.000	2023-06-02 00:00:00.000	TransBridge	19
2023-06-05 00:00:00.000	2023-06-09 00:00:00.000	Academy	35
2023-06-05 00:00:00.000	2023-06-09 00:00:00.000	C & J Bus Lines	0
2023-06-05 00:00:00.000	2023-06-09 00:00:00.000	Coach USA	153
2023-06-05 00:00:00.000	2023-06-09 00:00:00.000	DeCamp	0
2023-06-05 00:00:00.000	2023-06-09 00:00:00.000	Greyhound	54
2023-06-05 00:00:00.000	2023-06-09 00:00:00.000	HCEE - Community	80
2023-06-05 00:00:00.000	2023-06-09 00:00:00.000	Lakeland	28
2023-06-05 00:00:00.000	2023-06-09 00:00:00.000	Martz	20
2023-06-05 00:00:00.000	2023-06-09 00:00:00.000	NJ Transit	2336
2023-06-05 00:00:00.000	2023-06-09 00:00:00.000	Peter Pan_Bonanza	24
2023-06-05 00:00:00.000	2023-06-09 00:00:00.000	Trailways	21
2023-06-05 00:00:00.000	2023-06-09 00:00:00.000	TransBridge	23
2023-06-12 00:00:00.000	2023-06-16 00:00:00.000	Academy	37
2023-06-12 00:00:00.000	2023-06-16 00:00:00.000	C & J Bus Lines	0
2023-06-12 00:00:00.000	2023-06-16 00:00:00.000	Coach USA	153
2023-06-12 00:00:00.000	2023-06-16 00:00:00.000	DeCamp	0
2023-06-12 00:00:00.000	2023-06-16 00:00:00.000	Greyhound	56
2023-06-12 00:00:00.000	2023-06-16 00:00:00.000	HCEE - Community	81
2023-06-12 00:00:00.000	2023-06-16 00:00:00.000	Lakeland	28
2023-06-12 00:00:00.000	2023-06-16 00:00:00.000	Martz	20
2023-06-12 00:00:00.000	2023-06-16 00:00:00.000	NJ Transit	2342
2023-06-12 00:00:00.000	2023-06-16 00:00:00.000	Peter Pan_Bonanza	24
2023-06-12 00:00:00.000	2023-06-16 00:00:00.000	Trailways	21
2023-06-12 00:00:00.000	2023-06-16 00:00:00.000	TransBridge	24
2023-06-19 00:00:00.000	2023-06-23 00:00:00.000	Academy	34
2023-06-19 00:00:00.000	2023-06-23 00:00:00.000	C & J Bus Lines	0
2023-06-19 00:00:00.000	2023-06-23 00:00:00.000	Coach USA	150
2023-06-19 00:00:00.000	2023-06-23 00:00:00.000	DeCamp	0
2023-06-19 00:00:00.000	2023-06-23 00:00:00.000	Greyhound	61
2023-06-19 00:00:00.000	2023-06-23 00:00:00.000	HCEE - Community	84
2023-06-19 00:00:00.000	2023-06-23 00:00:00.000	Lakeland	29
2023-06-19 00:00:00.000	2023-06-23 00:00:00.000	Martz	19
2023-06-19 00:00:00.000	2023-06-23 00:00:00.000	NJ Transit	2325
2023-06-19 00:00:00.000	2023-06-23 00:00:00.000	Peter Pan_Bonanza	24
2023-06-19 00:00:00.000	2023-06-23 00:00:00.000	Trailways	22
2023-06-19 00:00:00.000	2023-06-23 00:00:00.000	TransBridge	24
2023-06-26 00:00:00.000	2023-06-30 00:00:00.000	Academy	37
2023-06-26 00:00:00.000	2023-06-30 00:00:00.000	C & J Bus Lines	0
2023-06-26 00:00:00.000	2023-06-30 00:00:00.000	Coach USA	152
2023-06-26 00:00:00.000	2023-06-30 00:00:00.000	DeCamp	0
2023-06-26 00:00:00.000	2023-06-30 00:00:00.000	Greyhound	61
2023-06-26 00:00:00.000	2023-06-30 00:00:00.000	HCEE - Community	68
2023-06-26 00:00:00.000	2023-06-30 00:00:00.000	Lakeland	43
2023-06-26 00:00:00.000	2023-06-30 00:00:00.000	Martz	20
2023-06-26 00:00:00.000	2023-06-30 00:00:00.000	NJ Transit	2355
2023-06-26 00:00:00.000	2023-06-30 00:00:00.000	Peter Pan_Bonanza	24
2023-06-26 00:00:00.000	2023-06-30 00:00:00.000	Trailways	25
2023-06-26 00:00:00.000	2023-06-30 00:00:00.000	TransBridge	21
2023-07-03 00:00:00.000	2023-07-07 00:00:00.000	Academy	32
2023-07-03 00:00:00.000	2023-07-07 00:00:00.000	C & J Bus Lines	0
2023-07-03 00:00:00.000	2023-07-07 00:00:00.000	Coach USA	120
2023-07-03 00:00:00.000	2023-07-07 00:00:00.000	DeCamp	0
2023-07-03 00:00:00.000	2023-07-07 00:00:00.000	Greyhound	63
2023-07-03 00:00:00.000	2023-07-07 00:00:00.000	HCEE - Community	75
2023-07-03 00:00:00.000	2023-07-07 00:00:00.000	Lakeland	33
2023-07-03 00:00:00.000	2023-07-07 00:00:00.000	Martz	16
2023-07-03 00:00:00.000	2023-07-07 00:00:00.000	NJ Transit	2361
2023-07-03 00:00:00.000	2023-07-07 00:00:00.000	Peter Pan_Bonanza	24
2023-07-03 00:00:00.000	2023-07-07 00:00:00.000	Trailways	25
2023-07-03 00:00:00.000	2023-07-07 00:00:00.000	TransBridge	20
2023-07-10 00:00:00.000	2023-07-14 00:00:00.000	Academy	38
2023-07-10 00:00:00.000	2023-07-14 00:00:00.000	C & J Bus Lines	0
2023-07-10 00:00:00.000	2023-07-14 00:00:00.000	Coach USA	151
2023-07-10 00:00:00.000	2023-07-14 00:00:00.000	DeCamp	0
2023-07-10 00:00:00.000	2023-07-14 00:00:00.000	Greyhound	62
2023-07-10 00:00:00.000	2023-07-14 00:00:00.000	HCEE - Community	87
2023-07-10 00:00:00.000	2023-07-14 00:00:00.000	Lakeland	42
2023-07-10 00:00:00.000	2023-07-14 00:00:00.000	Martz	19
2023-07-10 00:00:00.000	2023-07-14 00:00:00.000	NJ Transit	2348
2023-07-10 00:00:00.000	2023-07-14 00:00:00.000	Peter Pan_Bonanza	23
2023-07-10 00:00:00.000	2023-07-14 00:00:00.000	Trailways	26
2023-07-10 00:00:00.000	2023-07-14 00:00:00.000	TransBridge	24
2023-07-17 00:00:00.000	2023-07-21 00:00:00.000	Academy	38
2023-07-17 00:00:00.000	2023-07-21 00:00:00.000	C & J Bus Lines	0
2023-07-17 00:00:00.000	2023-07-21 00:00:00.000	Coach USA	152
2023-07-17 00:00:00.000	2023-07-21 00:00:00.000	DeCamp	0
2023-07-17 00:00:00.000	2023-07-21 00:00:00.000	Greyhound	62
2023-07-17 00:00:00.000	2023-07-21 00:00:00.000	HCEE - Community	87
2023-07-17 00:00:00.000	2023-07-21 00:00:00.000	Lakeland	42
2023-07-17 00:00:00.000	2023-07-21 00:00:00.000	Martz	18
2023-07-17 00:00:00.000	2023-07-21 00:00:00.000	NJ Transit	2359
2023-07-17 00:00:00.000	2023-07-21 00:00:00.000	Peter Pan_Bonanza	23
2023-07-17 00:00:00.000	2023-07-21 00:00:00.000	Trailways	24
2023-07-17 00:00:00.000	2023-07-21 00:00:00.000	TransBridge	24
2023-07-24 00:00:00.000	2023-07-28 00:00:00.000	Academy	38
2023-07-24 00:00:00.000	2023-07-28 00:00:00.000	C & J Bus Lines	0
2023-07-24 00:00:00.000	2023-07-28 00:00:00.000	Coach USA	152
2023-07-24 00:00:00.000	2023-07-28 00:00:00.000	DeCamp	0
2023-07-24 00:00:00.000	2023-07-28 00:00:00.000	Greyhound	62
2023-07-24 00:00:00.000	2023-07-28 00:00:00.000	HCEE - Community	82
2023-07-24 00:00:00.000	2023-07-28 00:00:00.000	Lakeland	42
2023-07-24 00:00:00.000	2023-07-28 00:00:00.000	Martz	18
2023-07-24 00:00:00.000	2023-07-28 00:00:00.000	NJ Transit	2257
2023-07-24 00:00:00.000	2023-07-28 00:00:00.000	Peter Pan_Bonanza	23
2023-07-24 00:00:00.000	2023-07-28 00:00:00.000	Trailways	24
2023-07-24 00:00:00.000	2023-07-28 00:00:00.000	TransBridge	24
2023-07-31 00:00:00.000	2023-08-04 00:00:00.000	Academy	38
2023-07-31 00:00:00.000	2023-08-04 00:00:00.000	C & J Bus Lines	0
2023-07-31 00:00:00.000	2023-08-04 00:00:00.000	Coach USA	153
2023-07-31 00:00:00.000	2023-08-04 00:00:00.000	DeCamp	0
2023-07-31 00:00:00.000	2023-08-04 00:00:00.000	Greyhound	64
2023-07-31 00:00:00.000	2023-08-04 00:00:00.000	HCEE - Community	82
2023-07-31 00:00:00.000	2023-08-04 00:00:00.000	Lakeland	43
2023-07-31 00:00:00.000	2023-08-04 00:00:00.000	Martz	19
2023-07-31 00:00:00.000	2023-08-04 00:00:00.000	NJ Transit	2368
2023-07-31 00:00:00.000	2023-08-04 00:00:00.000	Peter Pan_Bonanza	23
2023-07-31 00:00:00.000	2023-08-04 00:00:00.000	Trailways	24
2023-07-31 00:00:00.000	2023-08-04 00:00:00.000	TransBridge	24
2023-08-07 00:00:00.000	2023-08-11 00:00:00.000	Academy	38
2023-08-07 00:00:00.000	2023-08-11 00:00:00.000	C & J Bus Lines	0
2023-08-07 00:00:00.000	2023-08-11 00:00:00.000	Coach USA	152
2023-08-07 00:00:00.000	2023-08-11 00:00:00.000	DeCamp	0
2023-08-07 00:00:00.000	2023-08-11 00:00:00.000	Greyhound	63
2023-08-07 00:00:00.000	2023-08-11 00:00:00.000	HCEE - Community	81
2023-08-07 00:00:00.000	2023-08-11 00:00:00.000	Lakeland	42
2023-08-07 00:00:00.000	2023-08-11 00:00:00.000	Martz	19
2023-08-07 00:00:00.000	2023-08-11 00:00:00.000	NJ Transit	2372
2023-08-07 00:00:00.000	2023-08-11 00:00:00.000	Peter Pan_Bonanza	23
2023-08-07 00:00:00.000	2023-08-11 00:00:00.000	Trailways	25
2023-08-07 00:00:00.000	2023-08-11 00:00:00.000	TransBridge	24
2023-08-14 00:00:00.000	2023-08-18 00:00:00.000	Academy	38
2023-08-14 00:00:00.000	2023-08-18 00:00:00.000	C & J Bus Lines	0
2023-08-14 00:00:00.000	2023-08-18 00:00:00.000	Coach USA	151
2023-08-14 00:00:00.000	2023-08-18 00:00:00.000	DeCamp	0
2023-08-14 00:00:00.000	2023-08-18 00:00:00.000	Greyhound	62
2023-08-14 00:00:00.000	2023-08-18 00:00:00.000	HCEE - Community	81
2023-08-14 00:00:00.000	2023-08-18 00:00:00.000	Lakeland	42
2023-08-14 00:00:00.000	2023-08-18 00:00:00.000	Martz	19
2023-08-14 00:00:00.000	2023-08-18 00:00:00.000	NJ Transit	2357
2023-08-14 00:00:00.000	2023-08-18 00:00:00.000	Peter Pan_Bonanza	23
2023-08-14 00:00:00.000	2023-08-18 00:00:00.000	Trailways	25
2023-08-14 00:00:00.000	2023-08-18 00:00:00.000	TransBridge	24
2023-08-21 00:00:00.000	2023-08-25 00:00:00.000	Academy	38
2023-08-21 00:00:00.000	2023-08-25 00:00:00.000	C & J Bus Lines	0
2023-08-21 00:00:00.000	2023-08-25 00:00:00.000	Coach USA	150
2023-08-21 00:00:00.000	2023-08-25 00:00:00.000	DeCamp	0
2023-08-21 00:00:00.000	2023-08-25 00:00:00.000	Greyhound	62
2023-08-21 00:00:00.000	2023-08-25 00:00:00.000	HCEE - Community	77
2023-08-21 00:00:00.000	2023-08-25 00:00:00.000	Lakeland	42
2023-08-21 00:00:00.000	2023-08-25 00:00:00.000	Martz	19
2023-08-21 00:00:00.000	2023-08-25 00:00:00.000	NJ Transit	2391
2023-08-21 00:00:00.000	2023-08-25 00:00:00.000	Peter Pan_Bonanza	23
2023-08-21 00:00:00.000	2023-08-25 00:00:00.000	Trailways	25
2023-08-21 00:00:00.000	2023-08-25 00:00:00.000	TransBridge	24
2023-08-28 00:00:00.000	2023-09-01 00:00:00.000	Academy	38
2023-08-28 00:00:00.000	2023-09-01 00:00:00.000	C & J Bus Lines	0
2023-08-28 00:00:00.000	2023-09-01 00:00:00.000	Coach USA	151
2023-08-28 00:00:00.000	2023-09-01 00:00:00.000	DeCamp	0
2023-08-28 00:00:00.000	2023-09-01 00:00:00.000	Greyhound	62
2023-08-28 00:00:00.000	2023-09-01 00:00:00.000	HCEE - Community	83
2023-08-28 00:00:00.000	2023-09-01 00:00:00.000	Lakeland	42
2023-08-28 00:00:00.000	2023-09-01 00:00:00.000	Martz	18
2023-08-28 00:00:00.000	2023-09-01 00:00:00.000	NJ Transit	2362
2023-08-28 00:00:00.000	2023-09-01 00:00:00.000	Peter Pan_Bonanza	23
2023-08-28 00:00:00.000	2023-09-01 00:00:00.000	Trailways	24
2023-08-28 00:00:00.000	2023-09-01 00:00:00.000	TransBridge	24
2023-09-04 00:00:00.000	2023-09-08 00:00:00.000	Academy	38
2023-09-04 00:00:00.000	2023-09-08 00:00:00.000	C & J Bus Lines	0
2023-09-04 00:00:00.000	2023-09-08 00:00:00.000	Coach USA	150
2023-09-04 00:00:00.000	2023-09-08 00:00:00.000	DeCamp	0
2023-09-04 00:00:00.000	2023-09-08 00:00:00.000	Greyhound	60
2023-09-04 00:00:00.000	2023-09-08 00:00:00.000	HCEE - Community	78
2023-09-04 00:00:00.000	2023-09-08 00:00:00.000	Lakeland	36
2023-09-04 00:00:00.000	2023-09-08 00:00:00.000	Martz	16
2023-09-04 00:00:00.000	2023-09-08 00:00:00.000	NJ Transit	2385
2023-09-04 00:00:00.000	2023-09-08 00:00:00.000	Peter Pan_Bonanza	23
2023-09-04 00:00:00.000	2023-09-08 00:00:00.000	Trailways	26
2023-09-04 00:00:00.000	2023-09-08 00:00:00.000	TransBridge	22
2023-09-11 00:00:00.000	2023-09-15 00:00:00.000	Academy	38
2023-09-11 00:00:00.000	2023-09-15 00:00:00.000	C & J Bus Lines	0
2023-09-11 00:00:00.000	2023-09-15 00:00:00.000	Coach USA	150
2023-09-11 00:00:00.000	2023-09-15 00:00:00.000	DeCamp	0
2023-09-11 00:00:00.000	2023-09-15 00:00:00.000	Greyhound	63
2023-09-11 00:00:00.000	2023-09-15 00:00:00.000	HCEE - Community	86
2023-09-11 00:00:00.000	2023-09-15 00:00:00.000	Lakeland	42
2023-09-11 00:00:00.000	2023-09-15 00:00:00.000	Martz	18
2023-09-11 00:00:00.000	2023-09-15 00:00:00.000	NJ Transit	2426
2023-09-11 00:00:00.000	2023-09-15 00:00:00.000	Peter Pan_Bonanza	23
2023-09-11 00:00:00.000	2023-09-15 00:00:00.000	Trailways	24
2023-09-11 00:00:00.000	2023-09-15 00:00:00.000	TransBridge	24
2023-09-18 00:00:00.000	2023-09-22 00:00:00.000	Academy	44
2023-09-18 00:00:00.000	2023-09-22 00:00:00.000	C & J Bus Lines	0
2023-09-18 00:00:00.000	2023-09-22 00:00:00.000	Coach USA	152
2023-09-18 00:00:00.000	2023-09-22 00:00:00.000	DeCamp	0
2023-09-18 00:00:00.000	2023-09-22 00:00:00.000	Greyhound	62
2023-09-18 00:00:00.000	2023-09-22 00:00:00.000	HCEE - Community	86
2023-09-18 00:00:00.000	2023-09-22 00:00:00.000	Lakeland	42
2023-09-18 00:00:00.000	2023-09-22 00:00:00.000	Martz	19
2023-09-18 00:00:00.000	2023-09-22 00:00:00.000	NJ Transit	2433
2023-09-18 00:00:00.000	2023-09-22 00:00:00.000	Peter Pan_Bonanza	23
2023-09-18 00:00:00.000	2023-09-22 00:00:00.000	Trailways	24
2023-09-18 00:00:00.000	2023-09-22 00:00:00.000	TransBridge	24
2023-09-25 00:00:00.000	2023-09-29 00:00:00.000	Academy	44
2023-09-25 00:00:00.000	2023-09-29 00:00:00.000	C & J Bus Lines	0
2023-09-25 00:00:00.000	2023-09-29 00:00:00.000	Coach USA	151
2023-09-25 00:00:00.000	2023-09-29 00:00:00.000	DeCamp	0
2023-09-25 00:00:00.000	2023-09-29 00:00:00.000	Greyhound	61
2023-09-25 00:00:00.000	2023-09-29 00:00:00.000	HCEE - Community	86
2023-09-25 00:00:00.000	2023-09-29 00:00:00.000	Lakeland	42
2023-09-25 00:00:00.000	2023-09-29 00:00:00.000	Martz	19
2023-09-25 00:00:00.000	2023-09-29 00:00:00.000	NJ Transit	2413
2023-09-25 00:00:00.000	2023-09-29 00:00:00.000	Peter Pan_Bonanza	23
2023-09-25 00:00:00.000	2023-09-29 00:00:00.000	Trailways	23
2023-09-25 00:00:00.000	2023-09-29 00:00:00.000	TransBridge	23
2023-10-02 00:00:00.000	2023-10-06 00:00:00.000	Academy	44
2023-10-02 00:00:00.000	2023-10-06 00:00:00.000	C & J Bus Lines	0
2023-10-02 00:00:00.000	2023-10-06 00:00:00.000	Coach USA	160
2023-10-02 00:00:00.000	2023-10-06 00:00:00.000	DeCamp	0
2023-10-02 00:00:00.000	2023-10-06 00:00:00.000	Greyhound	60
2023-10-02 00:00:00.000	2023-10-06 00:00:00.000	HCEE - Community	86
2023-10-02 00:00:00.000	2023-10-06 00:00:00.000	Lakeland	43
2023-10-02 00:00:00.000	2023-10-06 00:00:00.000	Martz	19
2023-10-02 00:00:00.000	2023-10-06 00:00:00.000	NJ Transit	2430
2023-10-02 00:00:00.000	2023-10-06 00:00:00.000	Peter Pan_Bonanza	23
2023-10-02 00:00:00.000	2023-10-06 00:00:00.000	Trailways	22
2023-10-02 00:00:00.000	2023-10-06 00:00:00.000	TransBridge	21
2023-10-09 00:00:00.000	2023-10-13 00:00:00.000	Academy	40
2023-10-09 00:00:00.000	2023-10-13 00:00:00.000	C & J Bus Lines	0
2023-10-09 00:00:00.000	2023-10-13 00:00:00.000	Coach USA	154
2023-10-09 00:00:00.000	2023-10-13 00:00:00.000	DeCamp	0
2023-10-09 00:00:00.000	2023-10-13 00:00:00.000	Greyhound	60
2023-10-09 00:00:00.000	2023-10-13 00:00:00.000	HCEE - Community	86
2023-10-09 00:00:00.000	2023-10-13 00:00:00.000	Lakeland	44
2023-10-09 00:00:00.000	2023-10-13 00:00:00.000	Martz	19
2023-10-09 00:00:00.000	2023-10-13 00:00:00.000	NJ Transit	2439
2023-10-09 00:00:00.000	2023-10-13 00:00:00.000	Peter Pan_Bonanza	23
2023-10-09 00:00:00.000	2023-10-13 00:00:00.000	Trailways	27
2023-10-09 00:00:00.000	2023-10-13 00:00:00.000	TransBridge	21
2023-10-16 00:00:00.000	2023-10-20 00:00:00.000	Academy	43
2023-10-16 00:00:00.000	2023-10-20 00:00:00.000	C & J Bus Lines	0
2023-10-16 00:00:00.000	2023-10-20 00:00:00.000	Coach USA	159
2023-10-16 00:00:00.000	2023-10-20 00:00:00.000	DeCamp	0
2023-10-16 00:00:00.000	2023-10-20 00:00:00.000	Greyhound	58
2023-10-16 00:00:00.000	2023-10-20 00:00:00.000	HCEE - Community	88
2023-10-16 00:00:00.000	2023-10-20 00:00:00.000	Lakeland	43
2023-10-16 00:00:00.000	2023-10-20 00:00:00.000	Martz	20
2023-10-16 00:00:00.000	2023-10-20 00:00:00.000	NJ Transit	2423
2023-10-16 00:00:00.000	2023-10-20 00:00:00.000	Peter Pan_Bonanza	23
2023-10-16 00:00:00.000	2023-10-20 00:00:00.000	Trailways	23
2023-10-16 00:00:00.000	2023-10-20 00:00:00.000	TransBridge	24
2023-10-23 00:00:00.000	2023-10-27 00:00:00.000	Academy	44
2023-10-23 00:00:00.000	2023-10-27 00:00:00.000	C & J Bus Lines	0
2023-10-23 00:00:00.000	2023-10-27 00:00:00.000	Coach USA	162
2023-10-23 00:00:00.000	2023-10-27 00:00:00.000	DeCamp	0
2023-10-23 00:00:00.000	2023-10-27 00:00:00.000	Greyhound	59
2023-10-23 00:00:00.000	2023-10-27 00:00:00.000	HCEE - Community	89
2023-10-23 00:00:00.000	2023-10-27 00:00:00.000	Lakeland	43
2023-10-23 00:00:00.000	2023-10-27 00:00:00.000	Martz	19
2023-10-23 00:00:00.000	2023-10-27 00:00:00.000	NJ Transit	2419
2023-10-23 00:00:00.000	2023-10-27 00:00:00.000	Peter Pan_Bonanza	23
2023-10-23 00:00:00.000	2023-10-27 00:00:00.000	Trailways	22
2023-10-23 00:00:00.000	2023-10-27 00:00:00.000	TransBridge	23
2023-10-30 00:00:00.000	2023-11-03 00:00:00.000	Academy	44
2023-10-30 00:00:00.000	2023-11-03 00:00:00.000	C & J Bus Lines	0
2023-10-30 00:00:00.000	2023-11-03 00:00:00.000	Coach USA	164
2023-10-30 00:00:00.000	2023-11-03 00:00:00.000	DeCamp	0
2023-10-30 00:00:00.000	2023-11-03 00:00:00.000	Greyhound	59
2023-10-30 00:00:00.000	2023-11-03 00:00:00.000	HCEE - Community	89
2023-10-30 00:00:00.000	2023-11-03 00:00:00.000	Lakeland	43
2023-10-30 00:00:00.000	2023-11-03 00:00:00.000	Martz	19
2023-10-30 00:00:00.000	2023-11-03 00:00:00.000	NJ Transit	2392
2023-10-30 00:00:00.000	2023-11-03 00:00:00.000	Peter Pan_Bonanza	23
2023-10-30 00:00:00.000	2023-11-03 00:00:00.000	Trailways	22
2023-10-30 00:00:00.000	2023-11-03 00:00:00.000	TransBridge	24
2023-11-06 00:00:00.000	2023-11-10 00:00:00.000	Academy	44
2023-11-06 00:00:00.000	2023-11-10 00:00:00.000	C & J Bus Lines	0
2023-11-06 00:00:00.000	2023-11-10 00:00:00.000	Coach USA	164
2023-11-06 00:00:00.000	2023-11-10 00:00:00.000	DeCamp	0
2023-11-06 00:00:00.000	2023-11-10 00:00:00.000	Greyhound	60
2023-11-06 00:00:00.000	2023-11-10 00:00:00.000	HCEE - Community	85
2023-11-06 00:00:00.000	2023-11-10 00:00:00.000	Lakeland	43
2023-11-06 00:00:00.000	2023-11-10 00:00:00.000	Martz	19
2023-11-06 00:00:00.000	2023-11-10 00:00:00.000	NJ Transit	2449
2023-11-06 00:00:00.000	2023-11-10 00:00:00.000	Peter Pan_Bonanza	22
2023-11-06 00:00:00.000	2023-11-10 00:00:00.000	Trailways	22
2023-11-06 00:00:00.000	2023-11-10 00:00:00.000	TransBridge	23
2023-11-13 00:00:00.000	2023-11-17 00:00:00.000	Academy	43
2023-11-13 00:00:00.000	2023-11-17 00:00:00.000	C & J Bus Lines	0
2023-11-13 00:00:00.000	2023-11-17 00:00:00.000	Coach USA	163
2023-11-13 00:00:00.000	2023-11-17 00:00:00.000	DeCamp	0
2023-11-13 00:00:00.000	2023-11-17 00:00:00.000	Greyhound	61
2023-11-13 00:00:00.000	2023-11-17 00:00:00.000	HCEE - Community	85
2023-11-13 00:00:00.000	2023-11-17 00:00:00.000	Lakeland	43
2023-11-13 00:00:00.000	2023-11-17 00:00:00.000	Martz	19
2023-11-13 00:00:00.000	2023-11-17 00:00:00.000	NJ Transit	2448
2023-11-13 00:00:00.000	2023-11-17 00:00:00.000	Peter Pan_Bonanza	23
2023-11-13 00:00:00.000	2023-11-17 00:00:00.000	Trailways	23
2023-11-13 00:00:00.000	2023-11-17 00:00:00.000	TransBridge	24
2023-11-20 00:00:00.000	2023-11-24 00:00:00.000	Academy	0
2023-11-20 00:00:00.000	2023-11-24 00:00:00.000	C & J Bus Lines	0
2023-11-20 00:00:00.000	2023-11-24 00:00:00.000	Coach USA	0
2023-11-20 00:00:00.000	2023-11-24 00:00:00.000	DeCamp	0
2023-11-20 00:00:00.000	2023-11-24 00:00:00.000	Greyhound	0
2023-11-20 00:00:00.000	2023-11-24 00:00:00.000	HCEE - Community	0
2023-11-20 00:00:00.000	2023-11-24 00:00:00.000	Lakeland	0
2023-11-20 00:00:00.000	2023-11-24 00:00:00.000	Martz	0
2023-11-20 00:00:00.000	2023-11-24 00:00:00.000	NJ Transit	0
2023-11-20 00:00:00.000	2023-11-24 00:00:00.000	Peter Pan_Bonanza	0
2023-11-20 00:00:00.000	2023-11-24 00:00:00.000	Trailways	0
2023-11-20 00:00:00.000	2023-11-24 00:00:00.000	TransBridge	0
2023-11-27 00:00:00.000	2023-12-01 00:00:00.000	Academy	44
2023-11-27 00:00:00.000	2023-12-01 00:00:00.000	C & J Bus Lines	0
